188.012 	 -102.11 	 390.027 	 13948.13 
188.47 	 -102.11 	 448.098 	 4511.09 
188.927 	 -102.11 	 472.736 	 1510.52 
189.385 	 -249.56 	 493.364 	 2608.23 
189.842 	 21.94 	 502.782 	 9023.64 
190.3 	 -88.06 	 588.958 	 50891.15 
190.757 	 -127.85 	 621.34 	 2538.02 
191.215 	 -130.19 	 668.889 	 13196.82 
191.672 	 -85.72 	 707.672 	 10399.88 
192.129 	 -52.95 	 729.255 	 2184.6 
192.586 	 -38.91 	 918.411 	 1611.17 
193.044 	 78.12 
193.501 	 -36.57 
193.958 	 -36.57 
194.415 	 -6.14 
194.872 	 85.14 
195.329 	 134.29 
195.787 	 38.33 
196.244 	 103.86 
196.7 	 54.71 
197.157 	 108.54 
197.614 	 223.23 
198.071 	 183.44 
198.528 	 197.48 
198.985 	 192.8 
199.441 	 218.55 
199.898 	 188.12 
200.355 	 227.91 
200.812 	 225.57 
201.268 	 265.36 
201.725 	 284.08 
202.181 	 216.21 
202.638 	 316.85 
203.094 	 277.06 
203.551 	 330.89 
204.007 	 270.04 
204.463 	 422.17 
204.92 	 272.38 
205.376 	 340.26 
205.832 	 368.34 
206.288 	 375.36 
206.744 	 333.23 
207.201 	 277.06 
207.657 	 485.37 
208.113 	 358.98 
208.569 	 305.15 
209.025 	 387.07 
209.481 	 354.3 
209.937 	 366.0 
210.392 	 288.76 
210.848 	 349.62 
211.304 	 274.72 
211.76 	 319.19 
212.215 	 281.74 
212.671 	 277.06 
213.127 	 373.02 
213.582 	 405.79 
214.038 	 319.19 
214.494 	 342.6 
214.949 	 340.26 
215.404 	 333.23 
215.86 	 237.27 
216.315 	 328.55 
216.771 	 335.57 
217.226 	 270.04 
217.681 	 260.68 
218.136 	 307.49 
218.592 	 300.47 
219.047 	 351.96 
219.502 	 370.68 
219.957 	 305.15 
220.412 	 408.13 
220.867 	 286.42 
221.322 	 330.89 
221.777 	 288.76 
222.232 	 265.36 
222.687 	 260.68 
223.142 	 298.13 
223.596 	 274.72 
224.051 	 286.42 
224.506 	 302.81 
224.96 	 337.91 
225.415 	 258.34 
225.87 	 241.95 
226.324 	 358.98 
226.779 	 237.27 
227.233 	 314.51 
227.688 	 241.95 
228.142 	 319.19 
228.597 	 251.32 
229.051 	 312.17 
229.505 	 368.34 
229.959 	 230.25 
230.414 	 459.62 
230.868 	 253.66 
231.322 	 251.32 
231.776 	 218.55 
232.23 	 232.59 
232.684 	 417.49 
233.138 	 281.74 
233.592 	 253.66 
234.046 	 302.81 
234.5 	 295.79 
234.954 	 312.17 
235.408 	 206.84 
235.861 	 323.87 
236.315 	 246.63 
236.769 	 335.57 
237.222 	 340.26 
237.676 	 314.51 
238.13 	 190.46 
238.583 	 312.17 
239.037 	 333.23 
239.49 	 256.0 
239.944 	 302.81 
240.397 	 256.0 
240.85 	 340.26 
241.304 	 377.7 
241.757 	 321.53 
242.21 	 344.94 
242.663 	 246.63 
243.117 	 358.98 
243.57 	 326.21 
244.023 	 298.13 
244.476 	 305.15 
244.929 	 293.44 
245.382 	 358.98 
245.835 	 328.55 
246.288 	 337.91 
246.741 	 401.11 
247.193 	 344.94 
247.646 	 288.76 
248.099 	 445.58 
248.552 	 337.91 
249.004 	 272.38 
249.457 	 263.02 
249.909 	 384.73 
250.362 	 270.04 
250.814 	 366.0 
251.267 	 300.47 
251.719 	 328.55 
252.172 	 361.32 
252.624 	 291.1 
253.076 	 225.57 
253.529 	 291.1 
253.981 	 333.23 
254.433 	 270.04 
254.885 	 295.79 
255.337 	 258.34 
255.79 	 361.32 
256.242 	 349.62 
256.694 	 333.23 
257.146 	 260.68 
257.598 	 335.57 
258.049 	 340.26 
258.501 	 382.39 
258.953 	 288.76 
259.405 	 314.51 
259.857 	 394.09 
260.308 	 354.3 
260.76 	 281.74 
261.212 	 300.47 
261.663 	 260.68 
262.115 	 408.13 
262.566 	 328.55 
263.018 	 300.47 
263.469 	 333.23 
263.92 	 351.96 
264.372 	 373.02 
264.823 	 370.68 
265.274 	 309.83 
265.726 	 330.89 
266.177 	 419.83 
266.628 	 440.9 
267.079 	 321.53 
267.53 	 248.97 
267.981 	 279.4 
268.432 	 375.36 
268.883 	 272.38 
269.334 	 288.76 
269.785 	 382.39 
270.236 	 263.02 
270.687 	 258.34 
271.137 	 309.83 
271.588 	 337.91 
272.039 	 248.97 
272.489 	 366.0 
272.94 	 382.39 
273.391 	 337.91 
273.841 	 258.34 
274.292 	 354.3 
274.742 	 300.47 
275.192 	 361.32 
275.643 	 258.34 
276.093 	 330.89 
276.543 	 366.0 
276.994 	 431.54 
277.444 	 330.89 
277.894 	 270.04 
278.344 	 256.0 
278.794 	 361.32 
279.244 	 403.45 
279.694 	 279.4 
280.144 	 291.1 
280.594 	 368.34 
281.044 	 270.04 
281.494 	 300.47 
281.944 	 188.12 
282.394 	 300.47 
282.843 	 344.94 
283.293 	 295.79 
283.743 	 286.42 
284.192 	 291.1 
284.642 	 272.38 
285.091 	 384.73 
285.541 	 274.72 
285.99 	 284.08 
286.44 	 314.51 
286.889 	 351.96 
287.338 	 300.47 
287.788 	 410.47 
288.237 	 340.26 
288.686 	 391.75 
289.135 	 382.39 
289.584 	 342.6 
290.034 	 361.32 
290.483 	 461.96 
290.932 	 319.19 
291.381 	 347.28 
291.83 	 312.17 
292.278 	 270.04 
292.727 	 354.3 
293.176 	 417.49 
293.625 	 333.23 
294.074 	 335.57 
294.522 	 305.15 
294.971 	 305.15 
295.42 	 246.63 
295.868 	 340.26 
296.317 	 351.96 
296.765 	 298.13 
297.214 	 265.36 
297.662 	 396.43 
298.11 	 335.57 
298.559 	 335.57 
299.007 	 646.87 
299.455 	 363.66 
299.903 	 340.26 
300.352 	 202.16 
300.8 	 267.7 
301.248 	 333.23 
301.696 	 356.64 
302.144 	 260.68 
302.592 	 316.85 
303.04 	 298.13 
303.488 	 368.34 
303.936 	 328.55 
304.383 	 300.47 
304.831 	 394.09 
305.279 	 380.04 
305.727 	 354.3 
306.174 	 412.81 
306.622 	 295.79 
307.069 	 394.09 
307.517 	 326.21 
307.964 	 328.55 
308.412 	 323.87 
308.859 	 405.79 
309.306 	 234.93 
309.754 	 286.42 
310.201 	 342.6 
310.648 	 321.53 
311.096 	 260.68 
311.543 	 370.68 
311.99 	 284.08 
312.437 	 293.44 
312.884 	 270.04 
313.331 	 370.68 
313.778 	 391.75 
314.225 	 354.3 
314.672 	 312.17 
315.118 	 323.87 
315.565 	 344.94 
316.012 	 281.74 
316.459 	 356.64 
316.905 	 213.87 
317.352 	 270.04 
317.798 	 389.41 
318.245 	 370.68 
318.691 	 351.96 
319.138 	 515.8 
319.584 	 693.68 
320.031 	 738.15 
320.477 	 827.09 
320.923 	 527.5 
321.37 	 581.33 
321.816 	 459.62 
322.262 	 342.6 
322.708 	 284.08 
323.154 	 391.75 
323.6 	 370.68 
324.046 	 234.93 
324.492 	 298.13 
324.938 	 302.81 
325.384 	 291.1 
325.83 	 330.89 
326.276 	 342.6 
326.721 	 384.73 
327.167 	 335.57 
327.613 	 323.87 
328.058 	 349.62 
328.504 	 246.63 
328.949 	 333.23 
329.395 	 370.68 
329.84 	 405.79 
330.286 	 284.08 
330.731 	 349.62 
331.177 	 401.11 
331.622 	 321.53 
332.067 	 307.49 
332.512 	 340.26 
332.957 	 354.3 
333.403 	 384.73 
333.848 	 293.44 
334.293 	 234.93 
334.738 	 288.76 
335.183 	 281.74 
335.628 	 305.15 
336.072 	 354.3 
336.517 	 347.28 
336.962 	 370.68 
337.407 	 319.19 
337.852 	 312.17 
338.296 	 314.51 
338.741 	 337.91 
339.185 	 344.94 
339.63 	 244.29 
340.074 	 354.3 
340.519 	 288.76 
340.963 	 192.8 
341.408 	 356.64 
341.852 	 211.53 
342.296 	 323.87 
342.741 	 323.87 
343.185 	 344.94 
343.629 	 366.0 
344.073 	 354.3 
344.517 	 288.76 
344.961 	 256.0 
345.405 	 286.42 
345.849 	 263.02 
346.293 	 394.09 
346.737 	 272.38 
347.181 	 419.83 
347.624 	 433.88 
348.068 	 366.0 
348.512 	 412.81 
348.955 	 295.79 
349.399 	 351.96 
349.843 	 363.66 
350.286 	 300.47 
350.73 	 380.04 
351.173 	 270.04 
351.617 	 387.07 
352.06 	 319.19 
352.503 	 305.15 
352.946 	 265.36 
353.39 	 305.15 
353.833 	 349.62 
354.276 	 309.83 
354.719 	 358.98 
355.162 	 256.0 
355.605 	 307.49 
356.048 	 246.63 
356.491 	 408.13 
356.934 	 316.85 
357.377 	 349.62 
357.82 	 328.55 
358.262 	 391.75 
358.705 	 382.39 
359.148 	 370.68 
359.59 	 298.13 
360.033 	 445.58 
360.475 	 337.91 
360.918 	 309.83 
361.36 	 377.7 
361.803 	 342.6 
362.245 	 265.36 
362.688 	 412.81 
363.13 	 426.86 
363.572 	 382.39 
364.014 	 387.07 
364.456 	 391.75 
364.899 	 440.9 
365.341 	 335.57 
365.783 	 328.55 
366.225 	 344.94 
366.667 	 300.47 
367.108 	 384.73 
367.55 	 408.13 
367.992 	 291.1 
368.434 	 342.6 
368.876 	 305.15 
369.317 	 375.36 
369.759 	 330.89 
370.201 	 333.23 
370.642 	 363.66 
371.084 	 419.83 
371.525 	 295.79 
371.966 	 321.53 
372.408 	 358.98 
372.849 	 300.47 
373.29 	 380.04 
373.732 	 330.89 
374.173 	 358.98 
