Tid	Kanal A
1.69679996	4.72317900
1.69699996	4.72317900
1.69719996	4.72317900
1.69739996	4.72317900
1.69759996	4.81760600
1.69779996	4.72317900
1.69799996	4.81760600
1.69819996	4.81760600
1.69839996	4.81760600
1.69859996	4.81760600
1.69879996	4.81760600
1.69899996	4.81760600
1.69919996	4.81760600
1.69939996	4.81760600
1.69959996	4.81760600
1.69979996	4.81760600
1.69999996	4.81760600
1.70019996	4.81760600
1.70039996	4.81760600
1.70059996	4.81760600
1.70079996	4.81760600
1.70099996	4.81760600
1.70119996	4.72317900
1.70139996	4.81760600
1.70159996	4.72317900
1.70179996	4.72317900
1.70199996	4.72317900
1.70219996	4.81760600
1.70239996	4.81760600
1.70259996	4.81760600
1.70279996	4.81760600
1.70299996	4.81760600
1.70319996	4.81760600
1.70339996	4.81760600
1.70359996	4.81760600
1.70379996	4.81760600
1.70399996	4.81760600
1.70419996	4.81760600
1.70439996	4.91203300
1.70459996	4.91203300
1.70479996	4.81760600
1.70499996	4.91203300
1.70519996	4.91203300
1.70539996	4.91203300
1.70559996	4.91203300
1.70579996	4.91203300
1.70599996	4.91203300
1.70619996	4.91203300
1.70639996	4.91203300
1.70659996	4.91203300
1.70679996	4.91203300
1.70699996	4.91203300
1.70719996	4.91203300
1.70739996	4.91203300
1.70759996	4.91203300
1.70779996	4.91203300
1.70799996	4.91203300
1.70819996	4.91203300
1.70839996	4.91203300
1.70859996	4.91203300
1.70879996	4.91203300
1.70899996	4.91203300
1.70919996	4.91203300
1.70939996	4.91203300
1.70959996	4.91203300
1.70979996	4.91203300
1.70999996	5.00676700
1.71019996	5.00676700
1.71039996	5.00676700
1.71059996	5.00676700
1.71079996	5.00676700
1.71099996	5.00676700
1.71119996	5.00676700
1.71139996	5.00676700
1.71159996	5.00676700
1.71179996	5.00676700
1.71199996	5.00676700
1.71219996	5.00676700
1.71239996	5.00676700
1.71259996	5.10119300
1.71279996	5.00676700
1.71299996	5.10119300
1.71319996	5.00676700
1.71339996	5.00676700
1.71359996	5.00676700
1.71379996	5.00676700
1.71399996	5.00676700
1.71419996	5.00676700
1.71439996	5.00676700
1.71459996	5.00676700
1.71479996	5.00676700
1.71499996	5.00676700
1.71519996	5.00676700
1.71539996	5.00676700
1.71559996	5.00676700
1.71579996	5.00676700
1.71599996	5.00676700
1.71619996	5.00676700
1.71639996	5.00676700
1.71659996	5.00676700
1.71679996	5.00676700
1.71699996	5.10119300
1.71719996	5.10119300
1.71739996	5.00676700
1.71759996	5.10119300
1.71779996	5.00676700
1.71799996	5.10119300
1.71819996	5.10119300
1.71839996	5.10119300
1.71859996	5.10119300
1.71879996	5.10119300
1.71899996	5.10119300
1.71919996	5.10119300
1.71939996	5.10119300
1.71959996	5.10119300
1.71979996	5.10119300
1.71999996	5.10119300
1.72019996	5.10119300
1.72039996	5.10119300
1.72059996	5.10119300
1.72079996	5.10119300
1.72099996	5.00676700
1.72119996	5.10119300
1.72139996	5.10119300
1.72159996	5.10119300
1.72179996	5.10119300
1.72199996	5.10119300
1.72219996	5.10119300
1.72239996	5.10119300
1.72259996	5.10119300
1.72279996	5.10119300
1.72299996	5.10119300
1.72319996	5.10119300
1.72339996	5.10119300
1.72359996	5.10119300
1.72379996	5.10119300
1.72399996	5.10119300
1.72419996	5.10119300
1.72439996	5.10119300
1.72459996	5.10119300
1.72479996	5.10119300
1.72499996	5.10119300
1.72519996	5.10119300
1.72539996	5.10119300
1.72559996	5.10119300
1.72579996	5.10119300
1.72599996	5.10119300
1.72619996	5.10119300
1.72639996	5.10119300
1.72659996	5.10119300
1.72679996	5.10119300
1.72699996	5.10119300
1.72719996	5.10119300
1.72739996	5.10119300
1.72759996	5.10119300
1.72779996	5.10119300
1.72799996	5.10119300
1.72819996	5.10119300
1.72839996	5.10119300
1.72859996	5.10119300
1.72879996	5.10119300
1.72899996	5.10119300
1.72919996	5.10119300
1.72939996	5.10119300
1.72959996	5.10119300
1.72979996	5.10119300
1.72999996	5.10119300
1.73019996	5.10119300
1.73039996	5.10119300
1.73059996	5.10119300
1.73079996	5.00676700
1.73099996	5.10119300
1.73119996	5.10119300
1.73139996	5.10119300
1.73159996	5.10119300
1.73179996	5.00676700
1.73199996	5.10119300
1.73219996	5.10119300
1.73239996	5.10119300
1.73259996	5.10119300
1.73279996	5.10119300
1.73299996	5.10119300
1.73319996	5.10119300
1.73339996	5.00676700
1.73359996	5.00676700
1.73379996	5.00676700
1.73399996	5.00676700
1.73419996	5.00676700
1.73439996	5.10119300
1.73459996	5.00676700
1.73479996	5.00676700
1.73499996	5.00676700
1.73519996	5.00676700
1.73539996	5.00676700
1.73559996	5.00676700
1.73579996	5.10119300
1.73599996	5.10119300
1.73619996	5.00676700
1.73639996	5.10119300
1.73659996	5.10119300
1.73679996	5.00676700
1.73699996	5.10119300
1.73719996	5.10119300
1.73739996	5.10119300
1.73759996	5.10119300
1.73779996	5.10119300
1.73799996	5.10119300
1.73819996	5.10119300
1.73839996	5.10119300
1.73859996	5.10119300
1.73879996	5.10119300
1.73899996	5.10119300
1.73919996	5.10119300
1.73939996	5.10119300
1.73959996	5.10119300
1.73979996	5.10119300
1.73999996	5.10119300
1.74019996	5.10119300
1.74039996	5.10119300
1.74059996	5.10119300
1.74079996	5.10119300
1.74099996	5.10119300
1.74119996	5.10119300
1.74139996	5.10119300
1.74159996	5.10119300
1.74179996	5.10119300
1.74199996	5.10119300
1.74219996	5.10119300
1.74239996	5.10119300
1.74259996	5.10119300
1.74279996	5.10119300
1.74299996	5.10119300
1.74319996	5.10119300
1.74339996	5.10119300
1.74359996	5.10119300
1.74379996	5.10119300
1.74399996	5.10119300
1.74419996	5.10119300
1.74439996	5.10119300
1.74459996	5.10119300
1.74479996	5.10119300
1.74499996	5.19562000
1.74519996	5.10119300
1.74539996	5.19562000
1.74559996	5.10119300
1.74579996	5.19562000
1.74599996	5.19562000
1.74619996	5.19562000
1.74639996	5.19562000
1.74659996	5.19562000
1.74679996	5.19562000
1.74699996	5.19562000
1.74719996	5.19562000
1.74739996	5.19562000
1.74759996	5.19562000
1.74779996	5.19562000
1.74799996	5.19562000
1.74819996	5.19562000
1.74839996	5.19562000
1.74859996	5.19562000
1.74879996	5.19562000
1.74899996	5.19562000
1.74919996	5.19562000
1.74939996	5.29004700
1.74959996	5.19562000
1.74979996	5.29004700
1.74999996	5.29004700
1.75019996	5.29004700
1.75039996	5.29004700
1.75059996	5.29004700
1.75079996	5.29004700
1.75099996	5.29004700
1.75119996	5.29004700
1.75139996	5.29004700
1.75159996	5.29004700
1.75179996	5.29004700
1.75199996	5.29004700
1.75219996	5.29004700
1.75239996	5.29004700
1.75259996	5.29004700
1.75279996	5.29004700
1.75299996	5.29004700
1.75319996	5.29004700
1.75339996	5.29004700
1.75359996	5.29004700
1.75379996	5.29004700
1.75399996	5.29004700
1.75419996	5.29004700
1.75439996	5.29004700
1.75459996	5.29004700
1.75479996	5.29004700
1.75499996	5.29004700
1.75519996	5.29004700
1.75539996	5.29004700
1.75559996	5.29004700
1.75579996	5.29004700
1.75599996	5.29004700
1.75619996	5.29004700
1.75639996	5.29004700
1.75659996	5.29004700
1.75679996	5.29004700
1.75699996	5.29004700
1.75719996	5.29004700
1.75739996	5.29004700
1.75759996	5.29004700
1.75779996	5.29004700
1.75799996	5.29004700
1.75819996	5.29004700
1.75839996	5.29004700
1.75859996	5.29004700
1.75879996	5.29004700
1.75899996	5.29004700
1.75919996	5.29004700
1.75939996	5.29004700
1.75959996	5.29004700
1.75979996	5.29004700
1.75999996	5.29004700
1.76019996	5.29004700
1.76039996	5.29004700
1.76059996	5.29004700
1.76079996	5.29004700
1.76099996	5.29004700
1.76119996	5.29004700
1.76139996	5.29004700
1.76159996	5.29004700
1.76179996	5.29004700
1.76199996	5.29004700
1.76219996	5.29004700
1.76239996	5.29004700
1.76259996	5.29004700
1.76279996	5.29004700
1.76299996	5.29004700
1.76319996	5.29004700
1.76339996	5.29004700
1.76359996	5.29004700
1.76379996	5.29004700
1.76399996	5.29004700
1.76419996	5.29004700
1.76439996	5.29004700
1.76459996	5.29004700
1.76479996	5.29004700
1.76499996	5.29004700
1.76519996	5.29004700
1.76539996	5.29004700
1.76559996	5.29004700
1.76579996	5.19562000
1.76599996	5.29004700
1.76619996	5.29004700
1.76639996	5.29004700
1.76659996	5.29004700
1.76679996	5.29004700
1.76699996	5.29004700
1.76719996	5.29004700
1.76739996	5.29004700
1.76759996	5.29004700
1.76779996	5.29004700
1.76799996	5.29004700
1.76819996	5.29004700
1.76839996	5.29004700
1.76859996	5.29004700
1.76879996	5.29004700
1.76899996	5.29004700
1.76919996	5.29004700
1.76939996	5.29004700
1.76959996	5.29004700
1.76979996	5.19562000
1.76999996	5.29004700
1.77019996	5.29004700
1.77039996	5.29004700
1.77059996	5.29004700
1.77079996	5.29004700
1.77099996	5.29004700
1.77119996	5.29004700
1.77139996	5.29004700
1.77159996	5.29004700
1.77179996	5.29004700
1.77199996	5.29004700
1.77219996	5.29004700
1.77239996	5.29004700
1.77259996	5.29004700
1.77279996	5.29004700
1.77299996	5.29004700
1.77319996	5.29004700
1.77339996	5.29004700
1.77359996	5.29004700
1.77379996	5.29004700
1.77399996	5.29004700
1.77419996	5.29004700
1.77439996	5.29004700
1.77459996	5.29004700
1.77479996	5.29004700
1.77499996	5.29004700
1.77519996	5.29004700
1.77539996	5.29004700
1.77559996	5.29004700
1.77579996	5.29004700
1.77599996	5.29004700
1.77619996	5.29004700
1.77639996	5.29004700
1.77659996	5.29004700
1.77679996	5.29004700
1.77699996	5.29004700
1.77719996	5.29004700
1.77739996	5.29004700
1.77759996	5.29004700
1.77779996	5.29004700
1.77799996	5.29004700
1.77819996	5.29004700
1.77839996	5.29004700
1.77859996	5.29004700
1.77879996	5.29004700
1.77899996	5.29004700
1.77919996	5.29004700
1.77939996	5.29004700
1.77959996	5.29004700
1.77979996	5.29004700
1.77999996	5.29004700
1.78019996	5.29004700
1.78039996	5.29004700
1.78059996	5.29004700
1.78079996	5.38447300
1.78099996	5.29004700
1.78119996	5.29004700
1.78139995	5.29004700
1.78159995	5.29004700
1.78179995	5.29004700
1.78199995	5.29004700
1.78219995	5.29004700
1.78239995	5.38447300
1.78259995	5.29004700
1.78279995	5.29004700
1.78299995	5.29004700
1.78319995	5.29004700
1.78339995	5.29004700
1.78359995	5.29004700
1.78379995	5.29004700
1.78399995	5.29004700
1.78419995	5.29004700
1.78439995	5.38447300
1.78459995	5.29004700
1.78479995	5.29004700
1.78499995	5.29004700
1.78519995	5.29004700
1.78539995	5.29004700
1.78559995	5.29004700
1.78579995	5.29004700
1.78599995	5.38447300
1.78619995	5.29004700
1.78639995	5.29004700
1.78659995	5.29004700
1.78679995	5.29004700
1.78699995	5.29004700
1.78719995	5.29004700
1.78739995	5.29004700
1.78759995	5.29004700
1.78779995	5.29004700
1.78799995	5.38447300
1.78819995	5.38447300
1.78839995	5.38447300
1.78859995	5.38447300
1.78879995	5.38447300
1.78899995	5.29004700
1.78919995	5.29004700
1.78939995	5.38447300
1.78959995	5.38447300
1.78979995	5.38447300
1.78999995	5.38447300
1.79019995	5.38447300
1.79039995	5.38447300
1.79059995	5.29004700
1.79079995	5.38447300
1.79099995	5.38447300
1.79119995	5.38447300
1.79139995	5.38447300
1.79159995	5.38447300
1.79179995	5.38447300
1.79199995	5.38447300
1.79219995	5.38447300
1.79239995	5.38447300
1.79259995	5.38447300
1.79279995	5.38447300
1.79299995	5.38447300
1.79319995	5.38447300
1.79339995	5.38447300
1.79359995	5.38447300
1.79379995	5.38447300
1.79399995	5.29004700
1.79419995	5.38447300
1.79439995	5.29004700
1.79459995	5.38447300
1.79479995	5.38447300
1.79499995	5.29004700
1.79519995	5.38447300
1.79539995	5.38447300
1.79559995	5.38447300
1.79579995	5.38447300
1.79599995	5.38447300
1.79619995	5.38447300
1.79639995	5.38447300
1.79659995	5.38447300
1.79679995	5.38447300
1.79699995	5.38447300
1.79719995	5.38447300
1.79739995	5.38447300
1.79759995	5.38447300
1.79779995	5.38447300
1.79799995	5.29004700
1.79819995	5.38447300
1.79839995	5.38447300
1.79859995	5.38447300
1.79879995	5.38447300
1.79899995	5.38447300
1.79919995	5.38447300
1.79939995	5.38447300
1.79959995	5.38447300
1.79979995	5.38447300
1.79999995	5.38447300
1.80019995	5.38447300
1.80039995	5.38447300
1.80059995	5.38447300
1.80079995	5.38447300
1.80099995	5.38447300
1.80119995	5.38447300
1.80139995	5.38447300
1.80159995	5.38447300
1.80179995	5.38447300
1.80199995	5.38447300
1.80219995	5.38447300
1.80239995	5.38447300
1.80259995	5.38447300
1.80279995	5.38447300
1.80299995	5.38447300
1.80319995	5.38447300
1.80339995	5.38447300
1.80359995	5.38447300
1.80379995	5.38447300
1.80399995	5.38447300
1.80419995	5.38447300
1.80439995	5.38447300
1.80459995	5.38447300
1.80479995	5.38447300
1.80499995	5.29004700
1.80519995	5.29004700
1.80539995	5.38447300
1.80559995	5.38447300
1.80579995	5.38447300
1.80599995	5.38447300
1.80619995	5.38447300
1.80639995	5.29004700
1.80659995	5.38447300
1.80679995	5.38447300
1.80699995	5.38447300
1.80719995	5.38447300
1.80739995	5.38447300
1.80759995	5.38447300
1.80779995	5.38447300
1.80799995	5.38447300
1.80819995	5.38447300
1.80839995	5.29004700
1.80859995	5.38447300
1.80879995	5.38447300
1.80899995	5.38447300
1.80919995	5.38447300
1.80939995	5.38447300
1.80959995	5.38447300
1.80979995	5.38447300
1.80999995	5.38447300
1.81019995	5.38447300
1.81039995	5.38447300
1.81059995	5.38447300
1.81079995	5.38447300
1.81099995	5.38447300
1.81119995	5.38447300
1.81139995	5.38447300
1.81159995	5.38447300
1.81179995	5.29004700
1.81199995	5.38447300
1.81219995	5.38447300
1.81239995	5.29004700
1.81259995	5.38447300
1.81279995	5.38447300
1.81299995	5.38447300
1.81319995	5.29004700
1.81339995	5.38447300
1.81359995	5.38447300
1.81379995	5.38447300
1.81399995	5.38447300
1.81419995	5.38447300
1.81439995	5.38447300
1.81459995	5.38447300
1.81479995	5.38447300
1.81499995	5.38447300
1.81519995	5.38447300
1.81539995	5.38447300
1.81559995	5.38447300
1.81579995	5.38447300
1.81599995	5.29004700
1.81619995	5.38447300
1.81639995	5.38447300
1.81659995	5.38447300
1.81679995	5.38447300
1.81699995	5.38447300
1.81719995	5.38447300
1.81739995	5.38447300
1.81759995	5.38447300
1.81779995	5.38447300
1.81799995	5.38447300
1.81819995	5.38447300
1.81839995	5.38447300
1.81859995	5.38447300
1.81879995	5.38447300
1.81899995	5.38447300
1.81919995	5.38447300
1.81939995	5.38447300
1.81959995	5.38447300
1.81979995	5.38447300
1.81999995	5.38447300
1.82019995	5.38447300
1.82039995	5.38447300
1.82059995	5.38447300
1.82079995	5.38447300
1.82099995	5.38447300
1.82119995	5.38447300
1.82139995	5.38447300
1.82159995	5.38447300
1.82179995	5.38447300
1.82199995	5.38447300
1.82219995	5.38447300
1.82239995	5.38447300
1.82259995	5.38447300
1.82279995	5.38447300
1.82299995	5.38447300
1.82319995	5.29004700
1.82339995	5.38447300
1.82359995	5.38447300
1.82379995	5.38447300
1.82399995	5.38447300
1.82419995	5.29004700
1.82439995	5.38447300
1.82459995	5.38447300
1.82479995	5.38447300
1.82499995	5.29004700
1.82519995	5.38447300
1.82539995	5.38447300
1.82559995	5.38447300
1.82579995	5.38447300
1.82599995	5.38447300
1.82619995	5.38447300
1.82639995	5.38447300
1.82659995	5.38447300
1.82679995	5.38447300
1.82699995	5.38447300
1.82719995	5.38447300
1.82739995	5.38447300
1.82759995	5.38447300
1.82779995	5.38447300
1.82799995	5.29004700
1.82819995	5.29004700
1.82839995	5.29004700
1.82859995	5.38447300
1.82879995	5.29004700
1.82899995	5.38447300
1.82919995	5.38447300
1.82939995	5.38447300
1.82959995	5.29004700
1.82979995	5.29004700
1.82999995	5.29004700
1.83019995	5.29004700
1.83039995	5.38447300
1.83059995	5.29004700
1.83079995	5.29004700
1.83099995	5.29004700
1.83119995	5.38447300
1.83139995	5.38447300
1.83159995	5.38447300
1.83179995	5.29004700
1.83199995	5.29004700
1.83219995	5.29004700
1.83239995	5.29004700
1.83259995	5.29004700
1.83279995	5.29004700
1.83299995	5.38447300
1.83319995	5.29004700
1.83339995	5.38447300
1.83359995	5.38447300
1.83379995	5.29004700
1.83399995	5.29004700
1.83419995	5.29004700
1.83439995	5.29004700
1.83459995	5.29004700
1.83479995	5.29004700
1.83499995	5.29004700
1.83519995	5.29004700
1.83539995	5.29004700
1.83559995	5.29004700
1.83579995	5.29004700
1.83599995	5.29004700
1.83619995	5.29004700
1.83639995	5.29004700
1.83659995	5.29004700
1.83679995	5.29004700
1.83699995	5.29004700
1.83719995	5.29004700
1.83739995	5.29004700
1.83759995	5.29004700
1.83779995	5.29004700
1.83799995	5.29004700
1.83819995	5.29004700
1.83839995	5.29004700
1.83859995	5.29004700
1.83879995	5.29004700
1.83899995	5.29004700
1.83919995	5.29004700
1.83939995	5.29004700
1.83959995	5.29004700
1.83979995	5.29004700
1.83999995	5.29004700
1.84019995	5.29004700
1.84039995	5.29004700
1.84059995	5.29004700
1.84079995	5.29004700
1.84099995	5.29004700
1.84119995	5.29004700
1.84139995	5.29004700
1.84159995	5.29004700
1.84179995	5.29004700
1.84199995	5.29004700
1.84219995	5.29004700
1.84239995	5.29004700
1.84259995	5.29004700
1.84279995	5.29004700
1.84299995	5.19562000
1.84319995	5.29004700
1.84339995	5.29004700
1.84359995	5.29004700
1.84379995	5.29004700
1.84399995	5.29004700
1.84419995	5.29004700
1.84439995	5.29004700
1.84459995	5.29004700
1.84479995	5.19562000
1.84499995	5.29004700
1.84519995	5.19562000
1.84539995	5.29004700
1.84559995	5.29004700
1.84579995	5.29004700
1.84599995	5.29004700
1.84619995	5.19562000
1.84639995	5.29004700
1.84659995	5.19562000
1.84679995	5.19562000
1.84699995	5.19562000
1.84719995	5.29004700
1.84739995	5.29004700
1.84759995	5.29004700
1.84779995	5.29004700
1.84799995	5.29004700
1.84819995	5.29004700
1.84839995	5.19562000
1.84859995	5.19562000
1.84879995	5.29004700
1.84899995	5.19562000
1.84919995	5.29004700
1.84939995	5.29004700
1.84959995	5.29004700
1.84979995	5.19562000
1.84999995	5.19562000
1.85019995	5.19562000
1.85039995	5.19562000
1.85059995	5.19562000
1.85079995	5.19562000
1.85099995	5.19562000
1.85119995	5.29004700
1.85139995	5.29004700
1.85159995	5.19562000
1.85179995	5.19562000
1.85199995	5.19562000
1.85219995	5.29004700
1.85239995	5.19562000
1.85259995	5.19562000
1.85279995	5.29004700
1.85299995	5.29004700
1.85319995	5.19562000
1.85339995	5.29004700
1.85359995	5.19562000
1.85379995	5.19562000
1.85399995	5.19562000
1.85419995	5.29004700
1.85439995	5.19562000
1.85459995	5.19562000
1.85479995	5.29004700
1.85499995	5.29004700
1.85519995	5.19562000
1.85539995	5.19562000
1.85559995	5.29004700
1.85579995	5.29004700
1.85599995	5.29004700
1.85619995	5.29004700
1.85639995	5.29004700
1.85659995	5.29004700
1.85679995	5.29004700
1.85699995	5.19562000
1.85719995	5.19562000
1.85739995	5.19562000
1.85759995	5.19562000
1.85779995	5.19562000
1.85799995	5.19562000
1.85819995	5.19562000
1.85839995	5.29004700
1.85859995	5.19562000
1.85879995	5.29004700
1.85899995	5.19562000
1.85919995	5.19562000
1.85939995	5.19562000
1.85959995	5.19562000
1.85979995	5.19562000
1.85999995	5.29004700
1.86019995	5.19562000
1.86039995	5.29004700
1.86059995	5.29004700
1.86079995	5.29004700
1.86099995	5.19562000
1.86119995	5.19562000
1.86139995	5.19562000
1.86159995	5.19562000
1.86179995	5.29004700
1.86199995	5.29004700
1.86219995	5.29004700
1.86239995	5.29004700
1.86259995	5.29004700
1.86279995	5.29004700
1.86299995	5.29004700
1.86319995	5.19562000
1.86339995	5.29004700
1.86359995	5.29004700
1.86379995	5.29004700
1.86399995	5.29004700
1.86419995	5.29004700
1.86439995	5.19562000
1.86459995	5.19562000
1.86479995	5.19562000
1.86499995	5.19562000
1.86519995	5.29004700
1.86539995	5.29004700
1.86559995	5.29004700
1.86579995	5.29004700
1.86599995	5.29004700
1.86619995	5.29004700
1.86639995	5.19562000
1.86659995	5.19562000
1.86679995	5.19562000
1.86699995	5.19562000
1.86719995	5.19562000
1.86739995	5.19562000
1.86759995	5.19562000
1.86779995	5.19562000
1.86799995	5.19562000
1.86819995	5.19562000
1.86839995	5.19562000
1.86859995	5.19562000
1.86879995	5.19562000
1.86899995	5.19562000
1.86919995	5.19562000
1.86939995	5.29004700
1.86959995	5.19562000
1.86979995	5.19562000
1.86999995	5.19562000
1.87019995	5.10119300
1.87039995	5.19562000
1.87059995	5.10119300
1.87079995	5.10119300
1.87099995	5.19562000
1.87119995	5.19562000
1.87139995	5.19562000
1.87159995	5.19562000
1.87179995	5.19562000
1.87199995	5.10119300
1.87219995	5.10119300
1.87239995	5.19562000
1.87259995	5.10119300
1.87279995	5.10119300
1.87299995	5.10119300
1.87319995	5.10119300
1.87339995	5.10119300
1.87359995	5.10119300
1.87379995	5.00676700
1.87399995	5.00676700
1.87419995	5.10119300
1.87439995	5.10119300
1.87459995	5.10119300
1.87479995	5.10119300
1.87499995	5.10119300
1.87519995	5.19562000
1.87539995	5.10119300
1.87559995	5.10119300
1.87579995	5.10119300
1.87599995	5.10119300
1.87619995	5.10119300
1.87639995	5.10119300
1.87659995	5.10119300
1.87679995	5.10119300
1.87699995	5.10119300
1.87719995	5.10119300
1.87739995	5.10119300
1.87759995	5.10119300
1.87779995	5.10119300
1.87799995	5.10119300
1.87819995	5.10119300
1.87839995	5.10119300
1.87859995	5.10119300
1.87879995	5.10119300
1.87899995	5.10119300
1.87919995	5.00676700
1.87939995	5.00676700
1.87959995	5.00676700
1.87979995	5.00676700
1.87999995	5.00676700
1.88019995	5.00676700
1.88039995	5.00676700
1.88059995	5.00676700
1.88079995	5.00676700
1.88099995	5.00676700
1.88119995	5.00676700
1.88139995	5.00676700
1.88159995	5.00676700
1.88179995	5.00676700
1.88199995	5.00676700
1.88219995	5.10119300
1.88239995	5.00676700
1.88259995	5.00676700
1.88279995	5.00676700
1.88299995	5.00676700
1.88319995	5.00676700
1.88339995	5.00676700
1.88359995	5.00676700
1.88379995	5.00676700
1.88399995	5.00676700
1.88419995	5.00676700
1.88439995	5.00676700
1.88459995	5.00676700
1.88479995	5.00676700
1.88499995	5.00676700
1.88519995	5.00676700
1.88539995	5.00676700
1.88559995	5.00676700
1.88579995	5.00676700
1.88599995	5.00676700
1.88619995	5.00676700
1.88639995	5.00676700
1.88659995	5.00676700
1.88679995	5.00676700
1.88699995	5.00676700
1.88719995	5.00676700
1.88739995	5.00676700
1.88759995	5.00676700
1.88779995	5.00676700
1.88799995	5.00676700
1.88819995	5.00676700
1.88839995	5.00676700
1.88859995	5.00676700
1.88879995	5.00676700
1.88899995	5.00676700
1.88919995	5.00676700
1.88939995	5.00676700
1.88959995	5.00676700
1.88979995	5.00676700
1.88999995	5.00676700
1.89019995	5.00676700
1.89039995	4.91203300
1.89059995	4.91203300
1.89079995	5.00676700
1.89099995	5.00676700
1.89119995	5.00676700
1.89139995	5.00676700
1.89159995	5.00676700
1.89179995	5.00676700
1.89199995	4.91203300
1.89219995	4.91203300
1.89239995	4.91203300
1.89259995	5.00676700
1.89279995	4.91203300
1.89299995	5.00676700
1.89319995	4.91203300
1.89339995	5.00676700
1.89359995	5.00676700
1.89379995	4.91203300
1.89399995	4.91203300
1.89419995	4.91203300
1.89439995	4.91203300
1.89459995	5.00676700
1.89479995	5.00676700
1.89499995	5.00676700
1.89519995	5.00676700
1.89539995	5.00676700
1.89559995	5.00676700
1.89579995	5.00676700
1.89599995	5.00676700
1.89619995	5.00676700
1.89639995	5.00676700
1.89659995	5.00676700
1.89679995	5.00676700
1.89699995	5.00676700
1.89719995	4.91203300
1.89739995	5.00676700
1.89759995	4.91203300
1.89779995	4.91203300
1.89799995	4.91203300
1.89819995	4.91203300
1.89839995	5.00676700
1.89859995	4.91203300
1.89879995	4.91203300
1.89899995	4.91203300
1.89919995	4.91203300
1.89939995	4.91203300
1.89959995	4.91203300
1.89979995	4.91203300
1.89999995	4.91203300
1.90019995	4.91203300
1.90039995	5.00676700
1.90059995	5.00676700
1.90079995	5.00676700
1.90099995	4.91203300
1.90119995	5.00676700
1.90139995	4.91203300
1.90159995	4.91203300
1.90179995	5.00676700
1.90199995	5.00676700
1.90219995	5.00676700
1.90239995	4.91203300
1.90259995	4.91203300
1.90279995	4.91203300
1.90299995	4.91203300
1.90319995	4.91203300
1.90339995	4.91203300
1.90359995	4.91203300
1.90379995	4.91203300
1.90399995	4.91203300
1.90419995	4.91203300
1.90439995	4.91203300
1.90459995	4.91203300
1.90479995	4.91203300
1.90499995	4.91203300
1.90519995	4.81760600
1.90539995	4.91203300
1.90559995	4.81760600
1.90579995	4.91203300
1.90599995	4.91203300
1.90619995	4.91203300
1.90639995	4.91203300
1.90659995	4.91203300
1.90679995	4.91203300
1.90699995	4.91203300
1.90719995	4.91203300
1.90739995	4.91203300
1.90759995	4.91203300
1.90779995	4.91203300
1.90799995	5.00676700
1.90819995	4.91203300
1.90839995	5.00676700
1.90859995	4.91203300
1.90879995	4.91203300
1.90899995	4.91203300
1.90919995	4.91203300
1.90939995	4.91203300
1.90959995	4.91203300
1.90979995	4.91203300
1.90999995	4.91203300
1.91019995	4.91203300
1.91039995	4.91203300
1.91059995	4.91203300
1.91079995	4.91203300
1.91099995	4.91203300
1.91119995	4.91203300
1.91139995	4.91203300
1.91159995	4.81760600
1.91179995	4.81760600
1.91199995	4.81760600
1.91219995	4.81760600
1.91239995	4.81760600
1.91259995	4.81760600
1.91279995	4.81760600
1.91299995	4.81760600
1.91319995	4.81760600
1.91339995	4.91203300
1.91359995	4.81760600
1.91379995	4.81760600
1.91399995	4.81760600
1.91419995	4.81760600
1.91439995	4.81760600
1.91459995	4.81760600
1.91479995	4.81760600
1.91499995	4.81760600
1.91519995	4.81760600
1.91539995	4.81760600
1.91559995	4.81760600
1.91579995	4.81760600
1.91599995	4.81760600
1.91619995	4.81760600
1.91639995	4.81760600
1.91659995	4.81760600
1.91679995	4.81760600
1.91699995	4.81760600
1.91719995	4.81760600
1.91739995	4.81760600
1.91759995	4.72317900
1.91779995	4.72317900
1.91799995	4.72317900
1.91819995	4.72317900
1.91839995	4.72317900
1.91859995	4.72317900
1.91879995	4.81760600
1.91899995	4.81760600
1.91919995	4.72317900
1.91939995	4.72317900
1.91959995	4.72317900
1.91979995	4.72317900
1.91999995	4.72317900
1.92019995	4.72317900
1.92039995	4.72317900
1.92059995	4.72317900
1.92079995	4.72317900
1.92099995	4.72317900
1.92119995	4.72317900
1.92139995	4.72317900
1.92159995	4.72317900
1.92179995	4.72317900
1.92199995	4.72317900
1.92219995	4.72317900
1.92239995	4.72317900
1.92259995	4.72317900
1.92279995	4.72317900
1.92299995	4.62875200
1.92319995	4.62875200
1.92339995	4.62875200
1.92359995	4.62875200
1.92379995	4.62875200
1.92399995	4.62875200
1.92419995	4.62875200
1.92439995	4.62875200
1.92459995	4.62875200
1.92479995	4.72317900
1.92499995	4.72317900
1.92519995	4.62875200
1.92539995	4.72317900
1.92559995	4.62875200
1.92579995	4.72317900
1.92599995	4.72317900
1.92619995	4.72317900
1.92639995	4.72317900
1.92659995	4.72317900
1.92679995	4.62875200
1.92699995	4.62875200
1.92719995	4.62875200
1.92739995	4.72317900
1.92759995	4.72317900
1.92779995	4.72317900
1.92799995	4.72317900
1.92819995	4.72317900
1.92839995	4.72317900
1.92859995	4.62875200
1.92879995	4.72317900
1.92899995	4.62875200
1.92919995	4.62875200
1.92939995	4.62875200
1.92959995	4.62875200
