Time	Channel A	Channel B
(s)	(V)	(V)

-0.77228214	3.51962400	0.52411420
-0.77214881	3.51962400	0.61146650
-0.77201547	3.51962400	0.52411420
-0.77188213	3.43165600	0.52411420
-0.77174880	3.43165600	0.52411420
-0.77161546	3.43165600	0.52411420
-0.77148213	3.51962400	0.52411420
-0.77134879	3.51962400	0.52411420
-0.77121545	3.51962400	0.52411420
-0.77108212	3.43165600	0.52411420
-0.77094878	3.51962400	0.52411420
-0.77081545	3.51962400	0.52411420
-0.77068211	3.51962400	0.52411420
-0.77054877	3.51962400	0.52411420
-0.77041544	3.51962400	0.52411420
-0.77028210	3.43165600	0.52411420
-0.77014877	3.43165600	0.52411420
-0.77001543	3.51962400	0.52411420
-0.76988209	3.51962400	0.52411420
-0.76974876	3.51962400	0.52411420
-0.76961542	3.51962400	0.52411420
-0.76948209	3.51962400	0.52411420
-0.76934875	3.51962400	0.52411420
-0.76921541	3.51962400	0.52411420
-0.76908208	3.43165600	0.52411420
-0.76894874	3.51962400	0.52411420
-0.76881541	3.51962400	0.52411420
-0.76868207	3.51962400	0.52411420
-0.76854873	3.51962400	0.52411420
-0.76841540	3.51962400	0.43676180
-0.76828206	3.51962400	0.52411420
-0.76814873	3.51962400	0.52411420
-0.76801539	3.51962400	0.43676180
-0.76788205	3.51962400	0.43676180
-0.76774872	3.51962400	0.43676180
-0.76761538	3.51962400	0.43676180
-0.76748205	3.43165600	0.52411420
-0.76734871	3.51962400	0.52411420
-0.76721537	3.51962400	0.52411420
-0.76708204	3.51962400	0.52411420
-0.76694870	3.51962400	0.52411420
-0.76681537	3.51962400	0.52411420
-0.76668203	3.51962400	0.52411420
-0.76654869	3.51962400	0.52411420
-0.76641536	3.51962400	0.52411420
-0.76628202	3.51962400	0.52411420
-0.76614869	3.51962400	0.52411420
-0.76601535	3.51962400	0.52411420
-0.76588201	3.51962400	0.52411420
-0.76574868	3.51962400	0.43676180
-0.76561534	3.51962400	0.52411420
-0.76548201	3.51962400	0.43676180
-0.76534867	3.51962400	0.43676180
-0.76521533	3.51962400	0.43676180
-0.76508200	3.51962400	0.43676180
-0.76494866	3.51962400	0.43676180
-0.76481533	3.51962400	0.43676180
-0.76468199	3.51962400	0.43676180
-0.76454865	3.43165600	0.43676180
-0.76441532	3.51962400	0.43676180
-0.76428198	3.51962400	0.52411420
-0.76414865	3.51962400	0.52411420
-0.76401531	3.51962400	0.52411420
-0.76388197	3.51962400	0.52411420
-0.76374864	3.51962400	0.61146650
-0.76361530	3.51962400	0.61146650
-0.76348197	3.51962400	0.61146650
-0.76334863	3.51962400	0.61146650
-0.76321529	3.51962400	0.61146650
-0.76308196	3.51962400	0.52411420
-0.76294862	3.51962400	0.52411420
-0.76281529	3.51962400	0.52411420
-0.76268195	3.51962400	0.52411420
-0.76254861	3.51962400	0.43676180
-0.76241528	3.51962400	0.43676180
-0.76228194	3.51962400	0.43676180
-0.76214861	3.51962400	0.43676180
-0.76201527	3.51962400	0.34940950
-0.76188193	3.51962400	0.43676180
-0.76174860	3.51962400	0.43676180
-0.76161526	3.51962400	0.43676180
-0.76148193	3.51962400	0.43676180
-0.76134859	3.51962400	0.52411420
-0.76121525	3.51962400	0.52411420
-0.76108192	3.51962400	0.52411420
-0.76094858	3.51962400	0.52411420
-0.76081525	3.51962400	0.52411420
-0.76068191	3.51962400	0.52411420
-0.76054857	3.51962400	0.52411420
-0.76041524	3.51962400	0.52411420
-0.76028190	3.51962400	0.43676180
-0.76014857	3.51962400	0.43676180
-0.76001523	3.51962400	0.43676180
-0.75988189	3.51962400	0.43676180
-0.75974856	3.51962400	0.43676180
-0.75961522	3.51962400	0.34940950
-0.75948189	3.51962400	0.34940950
-0.75934855	3.51962400	0.34940950
-0.75921521	3.51962400	0.34940950
-0.75908188	3.51962400	0.34940950
-0.75894854	3.51962400	0.34940950
-0.75881521	3.51962400	0.34940950
-0.75868187	3.51962400	0.34940950
-0.75854853	3.51962400	0.43676180
-0.75841520	3.51962400	0.43676180
-0.75828186	3.51962400	0.43676180
-0.75814853	3.51962400	0.43676180
-0.75801519	3.51962400	0.52411420
-0.75788185	3.51962400	0.52411420
-0.75774852	3.51962400	0.52411420
-0.75761518	3.51962400	0.52411420
-0.75748185	3.51962400	0.43676180
-0.75734851	3.51962400	0.43676180
-0.75721517	3.51962400	0.43676180
-0.75708184	3.51962400	0.43676180
-0.75694850	3.51962400	0.34940950
-0.75681517	3.51962400	0.34940950
-0.75668183	3.51962400	0.34940950
-0.75654849	3.51962400	0.34940950
-0.75641516	3.51962400	0.34940950
-0.75628182	3.51962400	0.34940950
-0.75614849	3.51962400	0.34940950
-0.75601515	3.51962400	0.34940950
-0.75588181	3.51962400	0.34940950
-0.75574848	3.51962400	0.34940950
-0.75561514	3.51962400	0.34940950
-0.75548181	3.51962400	0.43676180
-0.75534847	3.51962400	0.43676180
-0.75521513	3.51962400	0.43676180
-0.75508180	3.51962400	0.43676180
-0.75494846	3.51962400	0.43676180
-0.75481513	3.51962400	0.43676180
-0.75468179	3.51962400	0.43676180
-0.75454845	3.51962400	0.43676180
-0.75441512	3.51962400	0.34940950
-0.75428178	3.51962400	0.34940950
-0.75414845	3.51962400	0.43676180
-0.75401511	3.51962400	0.34940950
-0.75388177	3.51962400	0.34940950
-0.75374844	3.51962400	0.34940950
-0.75361510	3.51962400	0.34940950
-0.75348177	3.51962400	0.34940950
-0.75334843	3.51962400	0.34940950
-0.75321509	3.51962400	0.34940950
-0.75308176	3.51962400	0.34940950
-0.75294842	3.51962400	0.34940950
-0.75281509	3.51962400	0.34940950
-0.75268175	3.51962400	0.34940950
-0.75254841	3.51962400	0.43676180
-0.75241508	3.51962400	0.34940950
-0.75228174	3.51962400	0.43676180
-0.75214841	3.51962400	0.43676180
-0.75201507	3.51962400	0.43676180
-0.75188173	3.51962400	0.43676180
-0.75174840	3.51962400	0.43676180
-0.75161506	3.51962400	0.43676180
-0.75148173	3.51962400	0.43676180
-0.75134839	3.51962400	0.34940950
-0.75121505	3.51962400	0.43676180
-0.75108172	3.51962400	0.34940950
-0.75094838	3.51962400	0.34940950
-0.75081505	3.51962400	0.34940950
-0.75068171	3.51962400	0.34940950
-0.75054837	3.51962400	0.34940950
-0.75041504	3.51962400	0.34940950
-0.75028170	3.51962400	0.34940950
-0.75014837	3.51962400	0.34940950
-0.75001503	3.51962400	0.34940950
-0.74988169	3.51962400	0.34940950
-0.74974836	3.51962400	0.34940950
-0.74961502	3.51962400	0.34940950
-0.74948169	3.51962400	0.34940950
-0.74934835	3.51962400	0.34940950
-0.74921501	3.51962400	0.34940950
-0.74908168	3.51962400	0.43676180
-0.74894834	3.51962400	0.34940950
-0.74881501	3.51962400	0.34940950
-0.74868167	3.51962400	0.34940950
-0.74854833	3.51962400	0.34940950
-0.74841500	3.51962400	0.34940950
-0.74828166	3.51962400	0.34940950
-0.74814833	3.51962400	0.34940950
-0.74801499	3.51962400	0.34940950
-0.74788165	3.51962400	0.34940950
-0.74774832	3.51962400	0.34940950
-0.74761498	3.60759100	0.34940950
-0.74748165	3.51962400	0.34940950
-0.74734831	3.51962400	0.34940950
-0.74721497	3.51962400	0.34940950
-0.74708164	3.51962400	0.34940950
-0.74694830	3.51962400	0.34940950
-0.74681497	3.51962400	0.34940950
-0.74668163	3.51962400	0.34940950
-0.74654829	3.51962400	0.34940950
-0.74641496	3.51962400	0.34940950
-0.74628162	3.51962400	0.34940950
-0.74614829	3.51962400	0.34940950
-0.74601495	3.51962400	0.34940950
-0.74588161	3.51962400	0.34940950
-0.74574828	3.51962400	0.34940950
-0.74561494	3.51962400	0.34940950
-0.74548161	3.51962400	0.34940950
-0.74534827	3.51962400	0.34940950
-0.74521493	3.51962400	0.43676180
-0.74508160	3.51962400	0.34940950
-0.74494826	3.51962400	0.34940950
-0.74481493	3.51962400	0.43676180
-0.74468159	3.51962400	0.34940950
-0.74454825	3.51962400	0.34940950
-0.74441492	3.51962400	0.34940950
-0.74428158	3.51962400	0.34940950
-0.74414825	3.51962400	0.34940950
-0.74401491	3.51962400	0.34940950
-0.74388157	3.51962400	0.34940950
-0.74374824	3.51962400	0.34940950
-0.74361490	3.51962400	0.34940950
-0.74348157	3.60759100	0.34940950
-0.74334823	3.51962400	0.34940950
-0.74321489	3.51962400	0.34940950
-0.74308156	3.51962400	0.26205710
-0.74294822	3.51962400	0.34940950
-0.74281489	3.51962400	0.34940950
-0.74268155	3.51962400	0.26205710
-0.74254821	3.51962400	0.34940950
-0.74241488	3.51962400	0.34940950
-0.74228154	3.51962400	0.34940950
-0.74214821	3.51962400	0.34940950
-0.74201487	3.51962400	0.34940950
-0.74188153	3.51962400	0.34940950
-0.74174820	3.51962400	0.34940950
-0.74161486	3.51962400	0.34940950
-0.74148153	3.51962400	0.34940950
-0.74134819	3.51962400	0.34940950
-0.74121485	3.51962400	0.34940950
-0.74108152	3.51962400	0.34940950
-0.74094818	3.51962400	0.34940950
-0.74081485	3.51962400	0.34940950
-0.74068151	3.51962400	0.34940950
-0.74054817	3.51962400	0.43676180
-0.74041484	3.51962400	0.34940950
-0.74028150	3.51962400	0.34940950
-0.74014817	3.51962400	0.34940950
-0.74001483	3.51962400	0.34940950
-0.73988149	3.51962400	0.34940950
-0.73974816	3.51962400	0.34940950
-0.73961482	3.51962400	0.34940950
-0.73948149	3.51962400	0.34940950
-0.73934815	3.51962400	0.34940950
-0.73921481	3.51962400	0.34940950
-0.73908148	3.60759100	0.34940950
-0.73894814	3.51962400	0.34940950
-0.73881481	3.51962400	0.34940950
-0.73868147	3.51962400	0.34940950
-0.73854813	3.51962400	0.34940950
-0.73841480	3.51962400	0.34940950
-0.73828146	3.51962400	0.34940950
-0.73814813	3.51962400	0.34940950
-0.73801479	3.51962400	0.34940950
-0.73788145	3.51962400	0.34940950
-0.73774812	3.51962400	0.34940950
-0.73761478	3.51962400	0.34940950
-0.73748145	3.51962400	0.34940950
-0.73734811	3.60759100	0.34940950
-0.73721477	3.51962400	0.26205710
-0.73708144	3.51962400	0.26205710
-0.73694810	3.60759100	0.26205710
-0.73681477	3.51962400	0.26205710
-0.73668143	3.51962400	0.26205710
-0.73654809	3.51962400	0.26205710
-0.73641476	3.60759100	0.26205710
-0.73628142	3.60759100	0.26205710
-0.73614809	3.51962400	0.34940950
-0.73601475	3.51962400	0.26205710
-0.73588141	3.51962400	0.26205710
-0.73574808	3.51962400	0.26205710
-0.73561474	3.51962400	0.34940950
-0.73548141	3.51962400	0.34940950
-0.73534807	3.51962400	0.34940950
-0.73521473	3.51962400	0.34940950
-0.73508140	3.51962400	0.34940950
-0.73494806	3.51962400	0.26205710
-0.73481473	3.60759100	0.26205710
-0.73468139	3.51962400	0.26205710
-0.73454805	3.51962400	0.26205710
-0.73441472	3.60759100	0.26205710
-0.73428138	3.51962400	0.26205710
-0.73414805	3.51962400	0.26205710
-0.73401471	3.51962400	0.26205710
-0.73388137	3.51962400	0.26205710
-0.73374804	3.51962400	0.26205710
-0.73361470	3.51962400	0.26205710
-0.73348137	3.51962400	0.26205710
-0.73334803	3.51962400	0.26205710
-0.73321469	3.51962400	0.26205710
-0.73308136	3.51962400	0.26205710
-0.73294802	3.51962400	0.26205710
-0.73281469	3.60759100	0.26205710
-0.73268135	3.51962400	0.34940950
-0.73254801	3.51962400	0.34940950
-0.73241468	3.51962400	0.26205710
-0.73228134	3.60759100	0.34940950
-0.73214801	3.51962400	0.34940950
-0.73201467	3.51962400	0.26205710
-0.73188133	3.60759100	0.34940950
-0.73174800	3.51962400	0.26205710
-0.73161466	3.51962400	0.26205710
-0.73148133	3.60759100	0.26205710
-0.73134799	3.51962400	0.26205710
-0.73121465	3.51962400	0.26205710
-0.73108132	3.60759100	0.26205710
-0.73094798	3.51962400	0.26205710
-0.73081465	3.51962400	0.26205710
-0.73068131	3.60759100	0.26205710
-0.73054797	3.51962400	0.17470470
-0.73041464	3.51962400	0.26205710
-0.73028130	3.51962400	0.26205710
-0.73014797	3.51962400	0.26205710
-0.73001463	3.60759100	0.26205710
-0.72988129	3.60759100	0.26205710
-0.72974796	3.51962400	0.26205710
-0.72961462	3.60759100	0.26205710
-0.72948129	3.60759100	0.26205710
-0.72934795	3.60759100	0.34940950
-0.72921461	3.60759100	0.26205710
-0.72908128	3.60759100	0.26205710
-0.72894794	3.60759100	0.26205710
-0.72881461	3.51962400	0.26205710
-0.72868127	3.51962400	0.26205710
-0.72854793	3.51962400	0.26205710
-0.72841460	3.60759100	0.26205710
-0.72828126	3.60759100	0.26205710
-0.72814793	3.51962400	0.26205710
-0.72801459	3.51962400	0.26205710
-0.72788125	3.60759100	0.26205710
-0.72774792	3.60759100	0.17470470
-0.72761458	3.51962400	0.17470470
-0.72748125	3.60759100	0.26205710
-0.72734791	3.60759100	0.26205710
-0.72721457	3.60759100	0.26205710
-0.72708124	3.60759100	0.26205710
-0.72694790	3.60759100	0.26205710
-0.72681457	3.60759100	0.26205710
-0.72668123	3.51962400	0.26205710
-0.72654789	3.60759100	0.26205710
-0.72641456	3.51962400	0.26205710
-0.72628122	3.51962400	0.26205710
-0.72614789	3.60759100	0.26205710
-0.72601455	3.51962400	0.26205710
-0.72588121	3.60759100	0.26205710
-0.72574788	3.60759100	0.17470470
-0.72561454	3.60759100	0.26205710
-0.72548121	3.51962400	0.17470470
-0.72534787	3.51962400	0.17470470
-0.72521453	3.51962400	0.17470470
-0.72508120	3.51962400	0.17470470
-0.72494786	3.60759100	0.17470470
-0.72481453	3.51962400	0.17470470
-0.72468119	3.51962400	0.17470470
-0.72454785	3.60759100	0.17470470
-0.72441452	3.60759100	0.17470470
-0.72428118	3.51962400	0.17470470
-0.72414785	3.60759100	0.17470470
-0.72401451	3.60759100	0.26205710
-0.72388117	3.60759100	0.26205710
-0.72374784	3.60759100	0.26205710
-0.72361450	3.60759100	0.26205710
-0.72348117	3.60759100	0.26205710
-0.72334783	3.60759100	0.26205710
-0.72321449	3.60759100	0.26205710
-0.72308116	3.51962400	0.17470470
-0.72294782	3.60759100	0.26205710
-0.72281449	3.51962400	0.17470470
-0.72268115	3.60759100	0.26205710
-0.72254781	3.60759100	0.17470470
-0.72241448	3.60759100	0.26205710
-0.72228114	3.60759100	0.17470470
-0.72214781	3.60759100	0.26205710
-0.72201447	3.60759100	0.17470470
-0.72188113	3.60759100	0.17470470
-0.72174780	3.51962400	0.17470470
-0.72161446	3.60759100	0.17470470
-0.72148113	3.60759100	0.17470470
-0.72134779	3.60759100	0.17470470
-0.72121445	3.60759100	0.17470470
-0.72108112	3.60759100	0.17470470
-0.72094778	3.51962400	0.17470470
-0.72081445	3.60759100	0.17470470
-0.72068111	3.51962400	0.17470470
-0.72054777	3.60759100	0.17470470
-0.72041444	3.60759100	0.17470470
-0.72028110	3.60759100	0.17470470
-0.72014777	3.60759100	0.08735237
-0.72001443	3.51962400	0.17470470
-0.71988109	3.60759100	0.17470470
-0.71974776	3.60759100	0.17470470
-0.71961442	3.60759100	0.17470470
-0.71948109	3.60759100	0.17470470
-0.71934775	3.60759100	0.17470470
-0.71921441	3.60759100	0.17470470
-0.71908108	3.60759100	0.17470470
-0.71894774	3.60759100	0.17470470
-0.71881441	3.60759100	0.17470470
-0.71868107	3.60759100	0.17470470
-0.71854773	3.60759100	0.17470470
-0.71841440	3.60759100	0.17470470
-0.71828106	3.60759100	0.17470470
-0.71814773	3.60759100	0.17470470
-0.71801439	3.60759100	0.17470470
-0.71788105	3.60759100	0.17470470
-0.71774772	3.60759100	0.17470470
-0.71761438	3.60759100	0.17470470
-0.71748105	3.60759100	0.17470470
-0.71734771	3.60759100	0.17470470
-0.71721437	3.60759100	0.17470470
-0.71708104	3.60759100	0.17470470
-0.71694770	3.60759100	0.17470470
-0.71681437	3.60759100	0.17470470
-0.71668103	3.60759100	0.17470470
-0.71654769	3.60759100	0.17470470
-0.71641436	3.60759100	0.17470470
-0.71628102	3.60759100	0.17470470
-0.71614769	3.60759100	0.26205710
-0.71601435	3.60759100	0.17470470
-0.71588101	3.60759100	0.17470470
-0.71574768	3.60759100	0.17470470
-0.71561434	3.60759100	0.17470470
-0.71548101	3.60759100	0.17470470
-0.71534767	3.60759100	0.26205710
-0.71521434	3.60759100	0.26205710
-0.71508100	3.60759100	0.17470470
-0.71494766	3.60759100	0.17470470
-0.71481433	3.60759100	0.17470470
-0.71468099	3.60759100	0.08735237
-0.71454766	3.60759100	0.08735237
-0.71441432	3.60759100	0.17470470
-0.71428098	3.60759100	0.08735237
-0.71414765	3.60759100	0.17470470
-0.71401431	3.60759100	0.08735237
-0.71388098	3.60759100	0.08735237
-0.71374764	3.60759100	0.08735237
-0.71361430	3.60759100	0.17470470
-0.71348097	3.60759100	0.17470470
-0.71334763	3.60759100	0.17470470
-0.71321430	3.60759100	0.17470470
-0.71308096	3.60759100	0.17470470
-0.71294762	3.51962400	0.17470470
-0.71281429	3.60759100	0.17470470
-0.71268095	3.60759100	0.17470470
-0.71254762	3.60759100	0.17470470
-0.71241428	3.60759100	0.17470470
-0.71228094	3.60759100	0.17470470
-0.71214761	3.60759100	0.08735237
-0.71201427	3.60759100	0.08735237
-0.71188094	3.60759100	0.08735237
-0.71174760	3.60759100	0.08735237
-0.71161426	3.60759100	0.08735237
-0.71148093	3.60759100	0.08735237
-0.71134759	3.60759100	0.08735237
-0.71121426	3.60759100	0.08735237
-0.71108092	3.60759100	0.08735237
-0.71094758	3.60759100	0.08735237
-0.71081425	3.60759100	0.08735237
-0.71068091	3.60759100	0.08735237
-0.71054758	3.60759100	0.17470470
-0.71041424	3.60759100	0.17470470
-0.71028090	3.60759100	0.17470470
-0.71014757	3.60759100	0.17470470
-0.71001423	3.60759100	0.17470470
-0.70988090	3.60759100	0.17470470
-0.70974756	3.60759100	0.17470470
-0.70961422	3.60759100	0.17470470
-0.70948089	3.60759100	0.17470470
-0.70934755	3.60759100	0.17470470
-0.70921422	3.60759100	0.17470470
-0.70908088	3.60759100	0.17470470
-0.70894754	3.60759100	0.08735237
-0.70881421	3.60759100	0.08735237
-0.70868087	3.60759100	0.08735237
-0.70854754	3.60759100	0.08735237
-0.70841420	3.60759100	0.08735237
-0.70828086	3.60759100	0.08735237
-0.70814753	3.60759100	0.08735237
-0.70801419	3.60759100	0.08735237
-0.70788086	3.60759100	0.08735237
-0.70774752	3.60759100	0.08735237
-0.70761418	3.60759100	0.08735237
-0.70748085	3.60759100	0.08735237
-0.70734751	3.60759100	0.08735237
-0.70721418	3.60759100	0.17470470
-0.70708084	3.60759100	0.17470470
-0.70694750	3.60759100	0.17470470
-0.70681417	3.60759100	0.08735237
-0.70668083	3.60759100	0.17470470
-0.70654750	3.60759100	0.08735237
-0.70641416	3.60759100	0.17470470
-0.70628082	3.60759100	0.08735237
-0.70614749	3.60759100	0.08735237
-0.70601415	3.60759100	0.08735237
-0.70588082	3.60759100	0.08735237
-0.70574748	3.60759100	0.08735237
-0.70561414	3.60759100	0.08735237
-0.70548081	3.60759100	0.08735237
-0.70534747	3.60759100	0.08735237
-0.70521414	3.60759100	0.08735237
-0.70508080	3.60759100	0.08735237
-0.70494746	3.60759100	0.08735237
-0.70481413	3.60759100	0.08735237
-0.70468079	3.60759100	0.08735237
-0.70454746	3.60759100	0.17470470
-0.70441412	3.60759100	0.17470470
-0.70428078	3.60759100	0.17470470
-0.70414745	3.60759100	0.17470470
-0.70401411	3.60759100	0.17470470
-0.70388078	3.60759100	0.17470470
-0.70374744	3.60759100	0.17470470
-0.70361410	3.60759100	0.17470470
-0.70348077	3.60759100	0.17470470
-0.70334743	3.60759100	0.17470470
-0.70321410	3.60759100	0.17470470
-0.70308076	3.60759100	0.17470470
-0.70294742	3.60759100	0.08735237
-0.70281409	3.60759100	0.08735237
-0.70268075	3.60759100	0.08735237
-0.70254742	3.60759100	0.08735237
-0.70241408	3.60759100	0.08735237
-0.70228074	3.60759100	0.08735237
-0.70214741	3.60759100	0.08735237
-0.70201407	3.60759100	0.08735237
-0.70188074	3.60759100	0.17470470
-0.70174740	3.60759100	0.08735237
-0.70161406	3.60759100	0.08735237
-0.70148073	3.60759100	0.08735237
-0.70134739	3.60759100	0.17470470
-0.70121406	3.60759100	0.17470470
-0.70108072	3.60759100	0.17470470
-0.70094738	3.60759100	0.17470470
-0.70081405	3.69555900	0.17470470
-0.70068071	3.60759100	0.08735237
-0.70054738	3.60759100	0.17470470
-0.70041404	3.60759100	0.08735237
-0.70028070	3.60759100	0.08735237
-0.70014737	3.60759100	0.08735237
-0.70001403	3.60759100	0.08735237
-0.69988070	3.60759100	0.08735237
-0.69974736	3.60759100	0.08735237
-0.69961402	3.60759100	0.08735237
-0.69948069	3.60759100	0.08735237
-0.69934735	3.60759100	0.08735237
-0.69921402	3.60759100	0.08735237
-0.69908068	3.60759100	0.08735237
-0.69894734	3.60759100	0.08735237
-0.69881401	3.60759100	0.08735237
-0.69868067	3.60759100	0.08735237
-0.69854734	3.60759100	0.08735237
-0.69841400	3.60759100	0.08735237
-0.69828066	3.60759100	0.08735237
-0.69814733	3.69555900	0.08735237
-0.69801399	3.60759100	0.08735237
-0.69788066	3.60759100	0.08735237
-0.69774732	3.60759100	0.17470470
-0.69761398	3.60759100	0.17470470
-0.69748065	3.60759100	0.08735237
-0.69734731	3.60759100	0.17470470
-0.69721398	3.60759100	0.08735237
-0.69708064	3.60759100	0.08735237
-0.69694730	3.60759100	0.08735237
-0.69681397	3.60759100	0.08735237
-0.69668063	3.60759100	0.08735237
-0.69654730	3.60759100	0.08735237
-0.69641396	3.60759100	0.08735237
-0.69628062	3.60759100	0.08735237
-0.69614729	3.60759100	0.08735237
-0.69601395	3.60759100	0.08735237
-0.69588062	3.60759100	0.08735237
-0.69574728	3.60759100	0.08735237
-0.69561394	3.60759100	0.08735237
-0.69548061	3.60759100	0.08735237
-0.69534727	3.60759100	0.08735237
-0.69521394	3.60759100	0.08735237
-0.69508060	3.60759100	0.08735237
-0.69494726	3.60759100	0.08735237
-0.69481393	3.60759100	0.08735237
-0.69468059	3.60759100	0.08735237
-0.69454726	3.60759100	0.08735237
-0.69441392	3.60759100	0.08735237
-0.69428058	3.60759100	0.08735237
-0.69414725	3.60759100	0.08735237
-0.69401391	3.60759100	0.08735237
-0.69388058	3.60759100	0.08735237
-0.69374724	3.60759100	0.08735237
-0.69361390	3.60759100	0.08735237
-0.69348057	3.60759100	0.08735237
-0.69334723	3.60759100	0.08735237
-0.69321390	3.60759100	0.08735237
-0.69308056	3.60759100	0.08735237
-0.69294722	3.60759100	0.08735237
-0.69281389	3.60759100	0.08735237
-0.69268055	3.60759100	0.08735237
-0.69254722	3.60759100	0.08735237
-0.69241388	3.60759100	0.08735237
-0.69228054	3.60759100	0.08735237
-0.69214721	3.60759100	0.08735237
-0.69201387	3.60759100	0.08735237
-0.69188054	3.60759100	0.08735237
-0.69174720	3.60759100	0.08735237
-0.69161386	3.60759100	0.08735237
-0.69148053	3.60759100	0.08735237
-0.69134719	3.60759100	0.08735237
-0.69121386	3.60759100	0.08735237
-0.69108052	3.60759100	0.08735237
-0.69094718	3.69555900	0.08735237
-0.69081385	3.60759100	0.08735237
-0.69068051	3.60759100	0.08735237
-0.69054718	3.60759100	0.08735237
-0.69041384	3.60759100	0.08735237
-0.69028050	3.60759100	0.08735237
-0.69014717	3.60759100	0.17470470
-0.69001383	3.69555900	0.08735237
-0.68988050	3.60759100	0.08735237
-0.68974716	3.60759100	0.08735237
-0.68961382	3.60759100	0.08735237
-0.68948049	3.60759100	0.08735237
-0.68934715	3.69555900	0.08735237
-0.68921382	3.69555900	0.08735237
-0.68908048	3.69555900	0.08735237
-0.68894714	3.60759100	0.08735237
-0.68881381	3.60759100	0.08735237
-0.68868047	3.69555900	0.08735237
-0.68854714	3.60759100	0.08735237
-0.68841380	3.69555900	0.08735237
-0.68828046	3.60759100	0.08735237
-0.68814713	3.60759100	0.08735237
-0.68801379	3.69555900	0.08735237
-0.68788046	3.60759100	0.08735237
-0.68774712	3.69555900	0.08735237
-0.68761378	3.69555900	0.08735237
-0.68748045	3.60759100	0.08735237
-0.68734711	3.69555900	0.08735237
-0.68721378	3.60759100	0.08735237
-0.68708044	3.60759100	0.08735237
-0.68694710	3.60759100	0.08735237
-0.68681377	3.69555900	0.08735237
-0.68668043	3.60759100	0.08735237
-0.68654710	3.69555900	0.08735237
-0.68641376	3.69555900	0.08735237
-0.68628042	3.69555900	0.08735237
-0.68614709	3.69555900	0.08735237
-0.68601375	3.69555900	0.08735237
-0.68588042	3.60759100	0.08735237
-0.68574708	3.69555900	0.08735237
-0.68561374	3.60759100	0.08735237
-0.68548041	3.69555900	0.08735237
-0.68534707	3.60759100	0.08735237
-0.68521374	3.69555900	0.08735237
-0.68508040	3.69555900	0.08735237
-0.68494706	3.60759100	0.08735237
-0.68481373	3.60759100	0.08735237
-0.68468039	3.69555900	0.08735237
-0.68454706	3.69555900	0.08735237
-0.68441372	3.69555900	0.08735237
-0.68428038	3.69555900	0.08735237
-0.68414705	3.69555900	0.08735237
-0.68401371	3.60759100	0.08735237
-0.68388038	3.60759100	0.08735237
-0.68374704	3.69555900	0.08735237
-0.68361370	3.69555900	0.08735237
-0.68348037	3.69555900	0.08735237
-0.68334703	3.69555900	0.08735237
-0.68321370	3.60759100	0.08735237
-0.68308036	3.60759100	0.08735237
-0.68294702	3.69555900	0.08735237
-0.68281369	3.60759100	0.08735237
-0.68268035	3.60759100	0.08735237
-0.68254702	3.69555900	0.08735237
-0.68241368	3.60759100	0.08735237
-0.68228034	3.69555900	0.08735237
-0.68214701	3.69555900	0.08735237
-0.68201367	3.69555900	0.08735237
-0.68188034	3.60759100	0.08735237
-0.68174700	3.60759100	0.08735237
-0.68161366	3.69555900	0.08735237
-0.68148033	3.60759100	0.08735237
-0.68134699	3.60759100	0.08735237
-0.68121366	3.69555900	0.08735237
-0.68108032	3.69555900	0.08735237
-0.68094698	3.60759100	0.08735237
-0.68081365	3.60759100	0.00000000
-0.68068031	3.69555900	0.00000000
-0.68054698	3.69555900	0.08735237
-0.68041364	3.69555900	0.08735237
-0.68028030	3.69555900	0.00000000
-0.68014697	3.69555900	0.08735237
-0.68001363	3.69555900	0.08735237
-0.67988030	3.69555900	0.00000000
-0.67974696	3.69555900	0.08735237
-0.67961362	3.69555900	0.08735237
-0.67948029	3.69555900	0.08735237
-0.67934695	3.69555900	0.08735237
-0.67921362	3.69555900	0.08735237
-0.67908028	3.69555900	0.08735237
-0.67894694	3.69555900	0.08735237
-0.67881361	3.60759100	0.00000000
-0.67868027	3.69555900	0.08735237
-0.67854694	3.69555900	0.08735237
-0.67841360	3.69555900	0.08735237
-0.67828026	3.69555900	0.08735237
-0.67814693	3.69555900	0.08735237
-0.67801359	3.69555900	0.00000000
-0.67788026	3.69555900	0.08735237
-0.67774692	3.69555900	0.08735237
-0.67761358	3.69555900	0.08735237
-0.67748025	3.60759100	0.08735237
-0.67734691	3.69555900	0.08735237
-0.67721358	3.69555900	0.08735237
-0.67708024	3.69555900	0.08735237
-0.67694690	3.69555900	0.08735237
-0.67681357	3.69555900	0.08735237
-0.67668023	3.69555900	0.08735237
-0.67654690	3.69555900	0.08735237
-0.67641356	3.69555900	0.08735237
-0.67628022	3.69555900	0.00000000
-0.67614689	3.69555900	0.08735237
-0.67601355	3.69555900	0.08735237
-0.67588022	3.69555900	0.08735237
-0.67574688	3.69555900	0.08735237
-0.67561354	3.69555900	0.08735237
-0.67548021	3.60759100	0.08735237
-0.67534687	3.60759100	0.08735237
-0.67521354	3.69555900	0.00000000
-0.67508020	3.69555900	0.08735237
-0.67494686	3.69555900	0.08735237
-0.67481353	3.69555900	0.08735237
-0.67468019	3.69555900	0.08735237
-0.67454686	3.69555900	0.08735237
-0.67441352	3.69555900	0.08735237
